account name,campaign name,adset name,date,impressions,spend,purchase,link click,revenue,country,currency,target type,spend $,revenue $
US_Account,Campaign 96,Adset 285,2021-10-08,8958,193.37,3,72,187.6,US,USD,interest,193.37000000000003,187.6
US_Account,Campaign 92,Adset 1,2021-10-09,474,92.89,1,32,75.9,US,USD,existing customers,92.89,75.9
US_Account,Campaign 92,Adset 2,2021-10-09,677,73.52,4,33,378.52,US,USD,existing customers,73.52,378.5199999999999
US_Account,Campaign 96,Adset 285,2021-10-09,11714,216.33,9,98,807.15,US,USD,interest,216.33,807.15
US_Account,Campaign 92,Adset 1,2021-10-10,402,102.93,2,31,92.52,US,USD,existing customers,102.93,92.52
US_Account,Campaign 92,Adset 2,2021-10-10,771,99.0,4,28,301.83,US,USD,existing customers,99.0,301.83
US_Account,Campaign 92,Adset 1,2021-10-11,526,93.57,3,18,277.44,US,USD,existing customers,93.56999999999998,277.44
US_Account,Campaign 92,Adset 2,2021-10-11,759,86.15,4,23,315.86,US,USD,existing customers,86.15000000000002,315.86
US_Account,Campaign 96,Adset 285,2021-10-11,10536,206.74,7,80,620.29,US,USD,interest,206.73999999999998,620.29
US_Account,Campaign 92,Adset 1,2021-10-12,484,97.62,2,20,118.52,US,USD,existing customers,97.61999999999999,118.52
US_Account,Campaign 92,Adset 2,2021-10-12,983,102.34,3,27,174.34,US,USD,existing customers,102.34,174.34
US_Account,Campaign 96,Adset 285,2021-10-12,10283,213.29,2,68,106.12,US,USD,interest,213.29,106.12
US_Account,Campaign 92,Adset 1,2021-10-13,568,77.06,4,24,243.55,US,USD,existing customers,77.06,243.55
US_Account,Campaign 92,Adset 2,2021-10-13,850,67.41,4,13,386.3,US,USD,existing customers,67.41,386.30000000000007
US_Account,Campaign 96,Adset 285,2021-10-13,5578,121.83,1,38,33.11,US,USD,interest,121.83,33.11
US_Account,Campaign 92,Adset 1,2021-10-14,515,85.68,3,32,199.56,US,USD,existing customers,85.68,199.56
US_Account,Campaign 92,Adset 2,2021-10-14,850,87.66,2,36,155.24,US,USD,existing customers,87.66,155.24
US_Account,Campaign 92,Adset 1,2021-10-15,406,78.32,4,22,212.08,US,USD,existing customers,78.32,212.08
US_Account,Campaign 96,Adset 285,2021-10-15,3672,76.2,2,22,68.37,US,USD,interest,76.2,68.37
US_Account,Campaign 92,Adset 1,2021-10-16,455,86.65,1,33,64.35,US,USD,existing customers,86.64999999999999,64.35
US_Account,Campaign 92,Adset 2,2021-10-16,665,79.94,3,18,388.94,US,USD,existing customers,79.94,388.94
US_Account,Campaign 96,Adset 285,2021-10-16,3946,90.62,3,21,215.86,US,USD,interest,90.62,215.86
US_Account,Campaign 92,Adset 1,2021-10-17,583,95.67,3,16,232.65,US,USD,existing customers,95.67,232.65
US_Account,Campaign 92,Adset 2,2021-10-17,814,77.04,5,20,307.79,US,USD,existing customers,77.04,307.79
US_Account,Campaign 96,Adset 285,2021-10-17,4604,95.92,2,38,94.59,US,USD,interest,95.92,94.59
US_Account,Campaign 92,Adset 1,2021-10-18,690,208.46,4,41,197.54,US,USD,existing customers,208.46,197.54
US_Account,Campaign 92,Adset 1,2021-10-19,685,182.08,7,29,596.13,US,USD,existing customers,182.08,596.13
US_Account,Campaign 92,Adset 1,2021-10-20,704,201.63,1,41,111.0,US,USD,existing customers,201.63000000000002,111.0
US_Account,Campaign 92,Adset 2,2021-10-20,871,137.1,1,19,48.57,US,USD,existing customers,137.1,48.57
US_Account,Campaign 96,Adset 285,2021-10-20,4348,102.72,1,22,157.17,US,USD,interest,102.72,157.17
US_Account,Campaign 92,Adset 1,2021-10-21,784,204.28,4,41,368.71,US,USD,existing customers,204.27999999999997,368.71
US_Account,Campaign 92,Adset 2,2021-10-21,637,112.97,1,17,36.23,US,USD,existing customers,112.97000000000001,36.23
US_Account,Campaign 96,Adset 285,2021-10-22,4270,103.96,2,33,96.8,US,USD,interest,103.96,96.8
US_Account,Campaign 95,Adset 278,2021-10-23,2954,74.97,1,39,73.01,US,USD,broad,74.97,73.01
US_Account,Campaign 95,Adset 284,2021-10-23,3078,74.97,2,30,115.28,US,USD,interest,74.97,115.28
US_Account,Campaign 95,Adset 286,2021-10-23,3232,74.97,1,32,57.64,US,USD,interest,74.97,57.64
US_Account,Campaign 95,Adset 282,2021-10-23,3193,74.97,3,35,254.72,US,USD,interest,74.97,254.72
US_Account,Campaign 95,Adset 288,2021-10-23,2412,74.97,1,20,57.64,US,USD,lookalike,74.97,57.64
US_Account,Campaign 93,Adset 276,2021-10-24,10885,136.15,1,8,57.64,US,USD,broad,136.15,57.64
US_Account,Campaign 95,Adset 278,2021-10-24,4052,96.37,1,33,93.57,US,USD,broad,96.37,93.56999999999998
US_Account,Campaign 95,Adset 284,2021-10-24,3995,96.41,1,35,57.85,US,USD,interest,96.41,57.85
US_Account,Campaign 95,Adset 286,2021-10-24,3919,97.04,1,32,57.64,US,USD,interest,97.04,57.64
US_Account,Campaign 95,Adset 282,2021-10-24,4013,96.63,1,29,57.64,US,USD,interest,96.63,57.64
US_Account,Campaign 95,Adset 288,2021-10-24,3120,96.46,2,34,130.65,US,USD,lookalike,96.46,130.65
US_Account,Campaign 92,Adset 2,2021-10-25,1699,190.84,3,29,199.63,US,USD,existing customers,190.84,199.63
US_Account,Campaign 101,Adset 297,2021-10-25,2254,43.69,1,11,72.64,US,USD,broad,43.69,72.64
US_Account,Campaign 101,Adset 306,2021-10-25,2075,43.84,1,8,101.85,US,USD,lookalike,43.84,101.85
US_Account,Campaign 93,Adset 276,2021-10-25,7466,94.39,5,10,369.91,US,USD,broad,94.39,369.91
US_Account,Campaign 95,Adset 284,2021-10-25,4354,97.77,1,38,45.88,US,USD,interest,97.77,45.88000000000001
US_Account,Campaign 95,Adset 282,2021-10-25,4325,96.61,6,28,309.77,US,USD,interest,96.61,309.77
US_Account,Campaign 95,Adset 288,2021-10-25,3007,97.07,2,25,225.41,US,USD,lookalike,97.07,225.41000000000003
US_Account,Campaign 92,Adset 2,2021-10-26,2413,228.43,6,33,207.38,US,USD,existing customers,228.43000000000004,207.38
US_Account,Campaign 101,Adset 297,2021-10-26,1980,48.19,1,18,53.38,US,USD,broad,48.19,53.38
US_Account,Campaign 101,Adset 303,2021-10-26,1733,47.29,1,11,61.71,US,USD,interest,47.29,61.71
US_Account,Campaign 101,Adset 304,2021-10-26,2171,47.49,2,26,76.76,US,USD,interest,47.49,76.76
US_Account,Campaign 101,Adset 306,2021-10-26,2098,48.62,2,16,104.04,US,USD,lookalike,48.62,104.03999999999999
US_Account,Campaign 93,Adset 276,2021-10-26,5222,97.88,3,8,322.33,US,USD,broad,97.88,322.33
US_Account,Campaign 95,Adset 278,2021-10-26,3623,98.11,2,26,115.28,US,USD,broad,98.11,115.28
US_Account,Campaign 95,Adset 282,2021-10-26,3568,97.75,2,19,115.28,US,USD,interest,97.75,115.28
US_Account,Campaign 95,Adset 288,2021-10-26,2725,99.87,4,21,237.14,US,USD,lookalike,99.87,237.14
US_Account,Campaign 92,Adset 2,2021-10-27,1308,110.56,2,25,97.75,US,USD,existing customers,110.56,97.75
US_Account,Campaign 101,Adset 297,2021-10-27,2166,47.14,3,10,183.76,US,USD,broad,47.14,183.76
US_Account,Campaign 101,Adset 303,2021-10-27,1967,47.19,1,17,52.42,US,USD,interest,47.18999999999999,52.42
US_Account,Campaign 101,Adset 304,2021-10-27,1961,47.06,1,13,178.28,US,USD,interest,47.06,178.28
US_Account,Campaign 101,Adset 306,2021-10-27,2069,46.99,1,8,101.85,US,USD,lookalike,46.99,101.85
US_Account,Campaign 95,Adset 288,2021-10-27,2621,100.02,1,26,64.35,US,USD,lookalike,100.02000000000001,64.35
US_Account,Campaign 101,Adset 275,2021-10-27,2206,47.71,1,13,31.66,US,USD,lookalike,47.71,31.66
US_Account,Campaign 101,Adset 297,2021-10-28,2403,48.02,3,8,149.13,US,USD,broad,48.02,149.13
US_Account,Campaign 101,Adset 303,2021-10-28,2028,48.8,1,12,57.64,US,USD,interest,48.8,57.64
US_Account,Campaign 101,Adset 304,2021-10-28,2029,47.6,1,14,57.64,US,USD,interest,47.6,57.64
US_Account,Campaign 101,Adset 306,2021-10-28,2099,47.53,1,6,53.38,US,USD,lookalike,47.53,53.38
US_Account,Campaign 93,Adset 276,2021-10-28,4485,96.58,2,6,126.12,US,USD,broad,96.58,126.12
US_Account,Campaign 95,Adset 278,2021-10-28,3147,100.52,2,32,115.28,US,USD,broad,100.51999999999998,115.28
US_Account,Campaign 95,Adset 284,2021-10-28,3209,99.11,1,27,54.47,US,USD,interest,99.11,54.47
US_Account,Campaign 95,Adset 288,2021-10-28,2631,97.46,2,23,68.37,US,USD,lookalike,97.46,68.37
US_Account,Campaign 101,Adset 275,2021-10-28,2018,48.33,1,8,57.64,US,USD,lookalike,48.33,57.64
US_Account,Campaign 101,Adset 300,2021-10-29,1984,48.92,2,21,68.37,US,USD,interest,48.92,68.37
US_Account,Campaign 101,Adset 297,2021-10-29,2192,49.01,2,16,97.85,US,USD,broad,49.01,97.85
US_Account,Campaign 101,Adset 303,2021-10-29,2010,50.22,1,7,92.85,US,USD,interest,50.22,92.85
US_Account,Campaign 101,Adset 304,2021-10-29,1848,48.72,1,10,57.91,US,USD,interest,48.72,57.91
US_Account,Campaign 101,Adset 306,2021-10-29,2089,49.29,1,4,57.64,US,USD,lookalike,49.29,57.64
US_Account,Campaign 95,Adset 278,2021-10-29,3402,102.96,1,31,57.64,US,USD,broad,102.96,57.64
US_Account,Campaign 95,Adset 282,2021-10-29,3229,102.6,1,32,57.64,US,USD,interest,102.6,57.64
US_Account,Campaign 95,Adset 288,2021-10-29,2441,101.14,1,21,57.64,US,USD,lookalike,101.14,57.64
US_Account,Campaign 101,Adset 275,2021-10-29,2044,48.34,1,13,76.42,US,USD,lookalike,48.34,76.42
US_Account,Campaign 101,Adset 306,2021-10-30,2230,51.82,1,12,57.9,US,USD,lookalike,51.82,57.9
US_Account,Campaign 95,Adset 278,2021-10-30,3514,107.96,3,34,183.76,US,USD,broad,107.96,183.76
US_Account,Campaign 95,Adset 282,2021-10-30,3765,109.38,1,29,57.64,US,USD,interest,109.38,57.64
US_Account,Campaign 101,Adset 297,2021-10-31,2489,48.5,2,8,226.4,US,USD,broad,48.5,226.4
US_Account,Campaign 101,Adset 304,2021-10-31,1965,48.22,1,10,93.57,US,USD,interest,48.22,93.56999999999998
US_Account,Campaign 101,Adset 306,2021-10-31,2301,48.2,1,8,49.42,US,USD,lookalike,48.2,49.42
US_Account,Campaign 95,Adset 286,2021-10-31,3645,96.27,1,37,57.64,US,USD,interest,96.27,57.64
US_Account,Campaign 95,Adset 288,2021-10-31,2835,96.58,1,26,139.31,US,USD,lookalike,96.58,139.31
US_Account,Campaign 101,Adset 275,2021-10-31,2162,48.98,1,7,93.56,US,USD,lookalike,48.98,93.56
US_Account,Campaign 104,Adset 308,2021-11-06,361,8.58,1,3,59.96,US,USD,existing customers,8.58,59.959999999999994
US_Account,Campaign 94,Adset 279,2021-11-07,4899,107.79,2,62,126.81,US,USD,existing customers,107.79,126.81
US_Account,Campaign 94,Adset 280,2021-11-07,997,20.0,1,12,48.27,US,USD,existing customers,20.0,48.27
US_Account,Campaign 103,Adset 307,2021-11-08,1050,49.26,1,26,107.6,US,USD,leads,49.26,107.6
US_Account,Campaign 94,Adset 279,2021-11-08,3545,70.81,2,44,161.4,US,USD,existing customers,70.81,161.4
US_Account,Campaign 94,Adset 280,2021-11-09,926,21.47,1,20,53.8,US,USD,existing customers,21.47,53.8
US_Account,Campaign 99,Adset 298,2021-11-10,1206,26.0,1,5,125.72,US,USD,existing customers,26.0,125.72
US_Account,Campaign 94,Adset 280,2021-11-14,1142,26.02,1,27,53.8,US,USD,existing customers,26.02,53.8
US_Account,Campaign 99,Adset 298,2021-11-14,331,6.7,1,3,87.33,US,USD,existing customers,6.7,87.33
US_Account,Campaign 94,Adset 280,2021-11-15,1200,22.97,1,15,53.8,US,USD,existing customers,22.97,53.8
US_Account,Campaign 97,Adset 291,2021-11-17,1265,42.64,2,15,97.49,US,USD,interest,42.64,97.49
US_Account,Campaign 97,Adset 290,2021-11-17,1266,43.36,3,19,172.44,US,USD,interest,43.36,172.44
US_Account,Campaign 97,Adset 292,2021-11-17,1062,42.0,1,14,52.63,US,USD,interest,42.00000000000001,52.63
US_Account,Campaign 97,Adset 291,2021-11-18,1332,46.28,2,15,163.8,US,USD,interest,46.28,163.8
US_Account,Campaign 97,Adset 290,2021-11-18,1535,46.33,1,15,90.95,US,USD,interest,46.33,90.95000000000002
US_Account,Campaign 97,Adset 289,2021-11-18,1195,46.62,1,13,136.76,US,USD,interest,46.62,136.76
US_Account,Campaign 97,Adset 292,2021-11-18,1155,47.0,1,11,52.95,US,USD,interest,47.0,52.95
UK_Account,Campaign 87,Adset 273,2021-10-08,2136,35.62,1,24,57.21,UK,EUR,interest,41.226588,66.214854
UK_Account,Campaign 87,Adset 239,2021-10-08,6982,112.64,2,52,106.18,ES,EUR,interest,130.369536,122.89273200000001
UK_Account,Campaign 87,Adset 240,2021-10-08,6634,115.05,1,75,48.97,ES,EUR,interest,133.15887,56.677878
UK_Account,Campaign 87,Adset 11,2021-10-08,6872,113.78,1,54,19.87,ES,EUR,interest,131.688972,22.997538000000002
UK_Account,Campaign 87,Adset 242,2021-10-08,7062,113.43,1,70,57.21,ES,EUR,interest,131.283882,66.214854
UK_Account,Campaign 87,Adset 244,2021-10-08,7641,114.29,1,54,19.87,ES,EUR,interest,132.279246,22.997538000000002
UK_Account,Campaign 87,Adset 12,2021-10-08,7669,114.69,1,68,57.21,ES,EUR,interest,132.74220599999998,66.214854
UK_Account,Campaign 87,Adset 241,2021-10-08,6896,113.39,1,54,57.21,ES,EUR,interest,131.237586,66.214854
UK_Account,Campaign 87,Adset 6,2021-10-08,10970,173.01,5,94,332.09,ES,EUR,interest,200.241774,384.36096599999996
UK_Account,Campaign 87,Adset 271,2021-10-08,9074,138.32,2,54,189.5,UK,EUR,interest,160.091568,219.3273
UK_Account,Campaign 87,Adset 4,2021-10-08,7849,114.62,2,47,114.42,ES,EUR,interest,132.661188,132.429708
UK_Account,Campaign 87,Adset 245,2021-10-08,7396,113.64,2,40,146.24,ES,EUR,interest,131.526936,169.25817600000002
UK_Account,Campaign 87,Adset 247,2021-10-08,6805,115.39,1,76,57.21,ES,EUR,interest,133.552386,66.214854
UK_Account,Campaign 87,Adset 271,2021-10-09,5306,96.35,2,69,106.35,UK,EUR,interest,111.51548999999999,123.08949
UK_Account,Campaign 87,Adset 271,2021-10-10,6311,98.58,4,68,195.32,UK,EUR,interest,114.096492,226.063368
UK_Account,Campaign 87,Adset 271,2021-10-11,7146,97.24,5,66,237.26,UK,EUR,interest,112.545576,274.604724
UK_Account,Campaign 87,Adset 273,2021-10-13,3798,54.4,1,34,57.32,UK,EUR,interest,62.962559999999996,66.342168
UK_Account,Campaign 87,Adset 271,2021-10-13,3410,49.07,2,37,85.44,UK,EUR,interest,56.793618,98.888256
UK_Account,Campaign 87,Adset 273,2021-10-15,5561,75.4,1,43,150.58,UK,EUR,interest,87.26796,174.281292
UK_Account,Campaign 87,Adset 271,2021-10-15,2974,48.66,2,30,114.75,UK,EUR,interest,56.319084,132.81165
UK_Account,Campaign 87,Adset 273,2021-10-16,7635,96.98,1,78,57.42,UK,EUR,interest,112.244652,66.457908
UK_Account,Campaign 87,Adset 271,2021-10-16,3497,50.03,2,32,109.13,UK,EUR,interest,57.904722,126.30706199999999
UK_Account,Campaign 87,Adset 273,2021-10-17,7148,98.34,4,80,266.46,UK,EUR,interest,113.81871600000001,308.400804
UK_Account,Campaign 87,Adset 271,2021-10-17,3403,48.02,2,36,136.49,UK,EUR,interest,55.578348000000005,157.97352600000002
UK_Account,Campaign 87,Adset 273,2021-10-18,3960,62.13,3,32,186.28,UK,EUR,interest,71.909262,215.600472
UK_Account,Campaign 87,Adset 271,2021-10-19,4415,64.77,2,42,190.75,UK,EUR,interest,74.96479799999999,220.77405
UK_Account,Campaign 87,Adset 271,2021-10-20,4937,68.62,3,61,119.16,UK,EUR,interest,79.420788,137.915784
UK_Account,Campaign 87,Adset 271,2021-10-21,4557,65.75,1,42,14.14,UK,EUR,interest,76.09905,16.365636000000002
UK_Account,Campaign 90,Adset 270,2021-10-23,5004,74.97,4,45,312.62,UK,EUR,interest,86.77027799999999,361.826388
UK_Account,Campaign 90,Adset 269,2021-10-23,5316,74.97,2,41,86.93,UK,EUR,broad,86.77027799999999,100.61278200000001
UK_Account,Campaign 87,Adset 271,2021-10-24,5787,70.03,3,52,172.62,UK,EUR,interest,81.052722,199.790388
UK_Account,Campaign 90,Adset 272,2021-10-24,6176,84.13,2,52,78.12,UK,EUR,interest,97.372062,90.416088
UK_Account,Campaign 90,Adset 270,2021-10-24,5683,82.16,1,50,53.95,UK,EUR,interest,95.091984,62.44173
UK_Account,Campaign 90,Adset 269,2021-10-24,6142,79.68,1,44,53.95,UK,EUR,broad,92.221632,62.44173
UK_Account,Campaign 87,Adset 271,2021-10-25,5469,67.47,1,35,49.26,UK,EUR,interest,78.089778,57.013524
UK_Account,Campaign 90,Adset 272,2021-10-25,5179,75.76,3,39,191.78,UK,EUR,interest,87.684624,221.966172
UK_Account,Campaign 90,Adset 270,2021-10-25,2813,47.03,1,19,39.46,UK,EUR,interest,54.432522,45.671004
UK_Account,Campaign 90,Adset 269,2021-10-25,3860,47.44,4,27,218.66,UK,EUR,broad,54.907056,253.07708399999999
UK_Account,Campaign 87,Adset 271,2021-10-26,5788,67.74,5,48,173.48,UK,EUR,interest,78.40227599999999,200.78575199999997
UK_Account,Campaign 90,Adset 272,2021-10-26,5543,86.49,1,43,54.08,UK,EUR,interest,100.10352599999999,62.592192
UK_Account,Campaign 90,Adset 270,2021-10-26,2959,48.18,1,23,60.26,UK,EUR,interest,55.763532,69.744924
UK_Account,Campaign 90,Adset 272,2021-10-27,5882,90.68,2,50,45.51,UK,EUR,interest,104.95303200000001,52.673274
UK_Account,Campaign 90,Adset 269,2021-10-27,4316,56.64,2,48,108.4,UK,EUR,broad,65.555136,125.46216000000001
UK_Account,Campaign 87,Adset 271,2021-10-28,5465,77.3,5,43,262.63,UK,EUR,interest,89.46701999999999,303.967962
UK_Account,Campaign 90,Adset 272,2021-10-28,5661,87.2,3,50,183.32,UK,EUR,interest,100.92528,212.174568
UK_Account,Campaign 90,Adset 269,2021-10-28,3993,53.9,1,37,26.22,UK,EUR,broad,62.38386,30.347027999999998
UK_Account,Campaign 87,Adset 271,2021-10-29,5558,79.83,2,48,28.79,UK,EUR,interest,92.395242,33.321546
UK_Account,Campaign 88,Adset 267,2021-10-29,3250,52.2,1,9,46.69,UK,EUR,broad,60.41628,54.03900599999999
UK_Account,Campaign 90,Adset 272,2021-10-29,5767,91.23,1,58,54.07,UK,EUR,interest,105.589602,62.580618
UK_Account,Campaign 90,Adset 269,2021-10-29,3767,57.55,2,35,168.8,UK,EUR,broad,66.60837,195.36912
UK_Account,Campaign 87,Adset 271,2021-10-30,6177,82.83,2,60,21.83,UK,EUR,interest,95.867442,25.266042
UK_Account,Campaign 90,Adset 272,2021-10-30,5863,95.98,3,55,135.06,UK,EUR,interest,111.087252,156.318444
UK_Account,Campaign 90,Adset 270,2021-10-30,2912,52.68,2,25,73.23,UK,EUR,interest,60.971832,84.75640200000001
UK_Account,Campaign 87,Adset 271,2021-10-31,6137,80.66,4,44,174.77,UK,EUR,interest,93.35588399999999,202.27879800000002
UK_Account,Campaign 88,Adset 267,2021-10-31,3809,49.06,3,10,134.42,UK,EUR,broad,56.782044,155.57770799999997
UK_Account,Campaign 90,Adset 270,2021-10-31,3207,49.8,1,30,54.08,UK,EUR,interest,57.63851999999999,62.592192
UK_Account,Campaign 90,Adset 269,2021-10-31,4668,57.55,1,37,54.08,UK,EUR,broad,66.60837,62.592192
UK_Account,Campaign 87,Adset 271,2021-11-01,6205,82.74,1,45,54.08,UK,EUR,interest,95.76327599999999,62.592192
UK_Account,Campaign 90,Adset 272,2021-11-01,1946,28.36,2,11,245.69,UK,EUR,interest,32.823864,284.361606
UK_Account,Campaign 90,Adset 270,2021-11-01,938,15.69,3,8,166.69,UK,EUR,interest,18.159606,192.927006
UK_Account,Campaign 90,Adset 269,2021-11-01,1356,18.03,1,7,54.08,UK,EUR,broad,20.867922,62.592192
UK_Account,Campaign 87,Adset 271,2021-11-03,4971,79.28,1,27,57.22,UK,EUR,interest,91.758672,66.226428
UK_Account,Campaign 87,Adset 271,2021-11-05,5838,81.35,1,49,36.78,UK,EUR,interest,94.15449,42.569172
UK_Account,Campaign 87,Adset 271,2021-11-06,5653,80.75,2,54,39.36,UK,EUR,interest,93.46005,45.555264
UK_Account,Campaign 87,Adset 271,2021-11-08,6452,81.63,5,53,310.81,UK,EUR,interest,94.478562,359.731494
UK_Account,Campaign 87,Adset 271,2021-11-09,5844,78.28,2,43,124.82,UK,EUR,interest,90.601272,144.466668
UK_Account,Campaign 87,Adset 271,2021-11-10,2373,39.96,1,29,40.71,UK,EUR,interest,46.249704,47.117754
UK_Account,Campaign 91,Adset 274,2021-11-14,6167,100.65,1,85,40.82,UK,EUR,leads,116.49231,47.245067999999996
UK_Account,Campaign 89,Adset 268,2021-11-18,2540,48.88,1,27,41.58,UK,EUR,broad,56.573712,48.124691999999996
INT_Account,Campaign 108,Adset 335,2021-10-01,2881,25.45,1,13,18.71,WW,EUR,lookalike,29.45583,21.654954
INT_Account,Campaign 19,Adset 47,2021-10-01,23680,150.9,9,143,471.51,EEA,EUR,broad,174.65166,545.725674
INT_Account,Campaign 105,Adset 310,2021-10-01,6403,11.51,2,6,196.4,WW,EUR,broad,13.321674,227.31336000000002
INT_Account,Campaign 19,Adset 48,2021-10-01,611,3.23,1,2,44.27,EEA,EUR,broad,3.738402,51.238098
INT_Account,Campaign 108,Adset 336,2021-10-01,5192,49.08,1,4,51.08,WW,EUR,lookalike,56.805192,59.119991999999996
INT_Account,Campaign 108,Adset 321,2021-10-01,7491,32.77,1,60,66.24,WW,EUR,broad,37.927998,76.666176
INT_Account,Campaign 108,Adset 330,2021-10-01,4468,24.15,3,37,215.41,WW,EUR,interest,27.95121,249.31553399999999
INT_Account,Campaign 108,Adset 324,2021-10-01,12529,60.92,3,76,137.42,WW,EUR,broad,70.508808,159.049908
