account name,campaign name,adset name,date,impressions,spend,purchase,link click,revenue,daily budget,country,currency,target type,spend $,daily budget $,revenue $
US_Account,Campaign 87,Adset 260,2021-11-10,3321,117.34,1,20,62.27,120,US,USD,lookalike,117.34,120.0,62.27
US_Account,Campaign 86,Adset 267,2021-11-10,1206,26.0,1,5,125.72,120,US,USD,existing customers,26.0,120.0,125.72
US_Account,Campaign 87,Adset 260,2021-11-11,3899,118.12,2,24,105.17,120,US,USD,lookalike,118.12,120.0,105.17
US_Account,Campaign 87,Adset 260,2021-11-12,3363,120.62,1,18,57.9,120,US,USD,lookalike,120.62000000000002,120.0,57.9
US_Account,Campaign 84,Adset 262,2021-11-14,1142,26.02,1,27,53.8,120,US,USD,existing customers,26.02,120.0,53.8
US_Account,Campaign 86,Adset 267,2021-11-14,331,6.7,1,3,87.33,120,US,USD,existing customers,6.7,120.0,87.33
US_Account,Campaign 84,Adset 262,2021-11-15,1200,22.97,1,15,53.8,120,US,USD,existing customers,22.97,120.0,53.8
US_Account,Campaign 85,Adset 265,2021-11-17,1265,42.64,2,15,97.49,50,US,USD,interest,42.64,50.0,97.49
US_Account,Campaign 85,Adset 264,2021-11-17,1266,43.36,3,19,172.44,50,US,USD,interest,43.36,50.0,172.44
US_Account,Campaign 85,Adset 266,2021-11-17,1062,42.0,1,14,52.63,50,US,USD,interest,42.00000000000001,50.0,52.63
US_Account,Campaign 85,Adset 265,2021-11-18,1332,46.28,2,15,163.8,50,US,USD,interest,46.28,50.0,163.8
US_Account,Campaign 85,Adset 264,2021-11-18,1535,46.33,1,15,90.95,50,US,USD,interest,46.33,50.0,90.95000000000002
US_Account,Campaign 85,Adset 263,2021-11-18,1195,46.62,1,13,136.76,50,US,USD,interest,46.62,50.0,136.76
US_Account,Campaign 85,Adset 266,2021-11-18,1155,47.0,1,11,52.95,50,US,USD,interest,47.0,50.0,52.95
UK_Account,Campaign 79,Adset 257,2021-11-01,6205,82.74,1,45,54.08,80,UK,EUR,interest,95.76327599999999,92.592,62.592192
UK_Account,Campaign 82,Adset 252,2021-11-01,1189,27.82,1,9,38.66,26,UK,EUR,lookalike,32.198868,30.092399999999998,44.745084
UK_Account,Campaign 81,Adset 258,2021-11-01,1946,28.36,2,11,245.69,92,UK,EUR,interest,32.823864,106.4808,284.361606
UK_Account,Campaign 81,Adset 256,2021-11-01,938,15.69,3,8,166.69,50,UK,EUR,interest,18.159606,57.87,192.927006
UK_Account,Campaign 81,Adset 255,2021-11-01,1356,18.03,1,7,54.08,57,UK,EUR,broad,20.867922,65.9718,62.592192
UK_Account,Campaign 82,Adset 252,2021-11-02,969,26.91,2,3,148.04,26,UK,EUR,lookalike,31.145634,30.092399999999998,171.34149599999998
UK_Account,Campaign 79,Adset 257,2021-11-03,4971,79.28,1,27,57.22,80,UK,EUR,interest,91.758672,92.592,66.226428
UK_Account,Campaign 82,Adset 250,2021-11-04,4540,96.64,1,25,32.84,100,UK,EUR,lookalike,111.851136,115.74,38.009016
UK_Account,Campaign 82,Adset 251,2021-11-04,1241,22.01,1,9,32.84,23,UK,EUR,lookalike,25.474374,26.6202,38.009016
UK_Account,Campaign 79,Adset 257,2021-11-05,5838,81.35,1,49,36.78,80,UK,EUR,interest,94.15449,92.592,42.569172
UK_Account,Campaign 82,Adset 252,2021-11-05,1028,26.05,1,10,67.55,26,UK,EUR,lookalike,30.15027,30.092399999999998,78.18236999999999
UK_Account,Campaign 82,Adset 250,2021-11-05,4747,98.91,1,25,56.88,100,UK,EUR,lookalike,114.478434,115.74,65.83291200000001
UK_Account,Campaign 82,Adset 251,2021-11-05,1468,23.42,1,8,16.3,23,UK,EUR,lookalike,27.106308000000002,26.6202,18.86562
UK_Account,Campaign 79,Adset 257,2021-11-06,5653,80.75,2,54,39.36,80,UK,EUR,interest,93.46005,92.592,45.555264
UK_Account,Campaign 82,Adset 250,2021-11-07,4593,96.55,4,26,182.52,100,UK,EUR,lookalike,111.74696999999999,115.74,211.248648
UK_Account,Campaign 82,Adset 251,2021-11-07,1336,22.31,2,10,59.55,23,UK,EUR,lookalike,25.821593999999997,26.6202,68.92317
UK_Account,Campaign 82,Adset 253,2021-11-07,1170,22.37,1,9,41.13,23,UK,EUR,lookalike,25.891038,26.6202,47.603862
UK_Account,Campaign 79,Adset 257,2021-11-08,6452,81.63,5,53,310.81,80,UK,EUR,interest,94.478562,92.592,359.731494
UK_Account,Campaign 82,Adset 250,2021-11-08,4413,96.67,1,28,43.04,100,UK,EUR,lookalike,111.885858,115.74,49.814496
UK_Account,Campaign 79,Adset 257,2021-11-09,5844,78.28,2,43,124.82,80,UK,EUR,interest,90.601272,92.592,144.466668
UK_Account,Campaign 79,Adset 257,2021-11-10,2373,39.96,1,29,40.71,80,UK,EUR,interest,46.249704,92.592,47.117754
UK_Account,Campaign 82,Adset 250,2021-11-10,1733,50.05,2,13,135.15,100,UK,EUR,lookalike,57.92787,115.74,156.42261
UK_Account,Campaign 83,Adset 259,2021-11-14,6167,100.65,1,85,40.82,200,UK,EUR,leads,116.49231,231.48,47.245067999999996
UK_Account,Campaign 80,Adset 254,2021-11-18,2540,48.88,1,27,41.58,200,UK,EUR,broad,56.573712,231.48,48.124691999999996
INT_Account,Campaign 34,Adset 32,2021-11-01,1753,73.85,3,27,130.11,100,EEA,EUR,existing customers,85.47398999999999,115.74,150.589314
INT_Account,Campaign 45,Adset 33,2021-11-01,12166,70.47,3,105,187.63,231,EEA,EUR,broad,81.561978,267.3594,217.162962
INT_Account,Campaign 88,Adset 28,2021-11-01,3794,21.85,1,19,62.1,57,EEA,EUR,broad,25.28919,65.9718,71.87454
INT_Account,Campaign 94,Adset 280,2021-11-01,7968,24.4,2,36,109.63,50,WW,EUR,interest,28.24056,57.87,126.885762
INT_Account,Campaign 94,Adset 279,2021-11-01,16187,52.55,2,79,107.22,100,WW,EUR,interest,60.821369999999995,115.74,124.096428
INT_Account,Campaign 93,Adset 274,2021-11-01,6682,25.43,1,19,33.81,50,WW,EUR,interest,29.432682,57.87,39.131694
INT_Account,Campaign 93,Adset 276,2021-11-01,11243,44.44,2,43,144.08,90,WW,EUR,interest,51.434855999999996,104.166,166.758192
INT_Account,Campaign 93,Adset 271,2021-11-01,7250,24.51,1,23,42.85,50,WW,EUR,broad,28.367874,57.87,49.594590000000004
INT_Account,Campaign 67,Adset 35,2021-11-01,4046,22.64,1,27,79.02,57,EEA,EUR,interest,26.203536,65.9718,91.457748
INT_Account,Campaign 67,Adset 38,2021-11-01,4948,27.4,1,21,53.89,66,EEA,EUR,interest,31.71276,76.3884,62.372286
INT_Account,Campaign 67,Adset 37,2021-11-01,11533,91.5,7,81,547.72,230,EEA,EUR,interest,105.9021,266.202,633.9311280000001
INT_Account,Campaign 67,Adset 36,2021-11-01,7727,49.11,4,51,161.48,115,EEA,EUR,interest,56.839914,133.101,186.896952
INT_Account,Campaign 88,Adset 29,2021-11-01,7905,36.98,2,21,106.22,80,EEA,EUR,interest,42.80065199999999,92.592,122.939028
INT_Account,Campaign 56,Adset 39,2021-11-01,14041,77.06,3,36,160.19,76,EEA,EUR,broad,89.189244,87.9624,185.403906
INT_Account,Campaign 78,Adset 40,2021-11-01,1158,24.38,1,14,121.8,57,EEA,EUR,interest,28.217412,65.9718,140.97132
INT_Account,Campaign 95,Adset 281,2021-11-01,4442,26.19,1,47,60.26,50,WW,EUR,interest,30.312306,57.87,69.744924
INT_Account,Campaign 96,Adset 283,2021-11-01,20218,51.92,1,246,58.98,100,WW,EUR,interest,60.092208,115.74,68.263452
INT_Account,Campaign 96,Adset 282,2021-11-01,9694,26.46,2,139,109.63,57,WW,EUR,interest,30.624804,65.9718,126.885762
INT_Account,Campaign 97,Adset 284,2021-11-01,14256,30.42,2,67,59.43,57,WW,EUR,interest,35.208108,65.9718,68.784282
INT_Account,Campaign 23,Adset 31,2021-11-01,5083,21.01,1,7,23.91,50,EEA,EUR,interest,24.316974000000002,57.87,27.673434
INT_Account,Campaign 12,Adset 30,2021-11-01,3160,20.2,2,16,121.1,50,EEA,EUR,interest,23.379479999999997,57.87,140.16114
INT_Account,Campaign 77,Adset 249,2021-11-01,2173,28.23,1,5,49.77,57,ES,EUR,interest,32.673402,65.9718,57.603798000000005
INT_Account,Campaign 77,Adset 248,2021-11-01,1473,22.96,1,8,49.22,50,ES,EUR,interest,26.573904,57.87,56.967228
INT_Account,Campaign 75,Adset 247,2021-11-01,1389,23.88,2,7,176.66,57,ES,EUR,interest,27.638711999999998,65.9718,204.466284
INT_Account,Campaign 34,Adset 32,2021-11-02,1535,45.26,2,19,197.01,100,EEA,EUR,existing customers,52.383924,115.74,228.019374
INT_Account,Campaign 45,Adset 33,2021-11-02,21833,130.84,2,156,108.6,231,EEA,EUR,broad,151.434216,267.3594,125.69363999999999
INT_Account,Campaign 45,Adset 34,2021-11-02,13006,98.77,3,61,148.45,100,EEA,EUR,interest,114.31639799999999,115.74,171.81602999999998
INT_Account,Campaign 56,Adset 39,2021-11-02,12553,76.26,1,38,28.41,76,EEA,EUR,broad,88.26332400000001,87.9624,32.881734
INT_Account,Campaign 34,Adset 32,2021-11-03,1423,41.37,1,16,77.06,100,EEA,EUR,existing customers,47.881637999999995,115.74,89.189244
INT_Account,Campaign 45,Adset 33,2021-11-03,20421,112.84,3,177,168.96,231,EEA,EUR,broad,130.60101600000002,267.3594,195.554304
INT_Account,Campaign 45,Adset 34,2021-11-03,14822,98.1,4,49,342.95,100,EEA,EUR,interest,113.54093999999999,115.74,396.93032999999997
INT_Account,Campaign 92,Adset 272,2021-11-03,8996,35.17,1,41,42.28,304,WW,EUR,broad,40.705758,351.8496,48.934872
INT_Account,Campaign 56,Adset 39,2021-11-03,13172,73.92,1,36,74.85,76,EEA,EUR,broad,85.555008,87.9624,86.63139
INT_Account,Campaign 34,Adset 32,2021-11-04,900,30.98,2,14,191.73,100,EEA,EUR,existing customers,35.856252,115.74,221.908302
INT_Account,Campaign 45,Adset 34,2021-11-04,17212,95.46,1,60,32.84,100,EEA,EUR,interest,110.48540399999999,115.74,38.009016
INT_Account,Campaign 92,Adset 275,2021-11-04,7067,57.9,1,20,64.23,50,WW,EUR,interest,67.01346,57.87,74.339802
INT_Account,Campaign 92,Adset 272,2021-11-04,4238,16.18,1,28,43.32,304,WW,EUR,broad,18.726732,351.8496,50.138568
INT_Account,Campaign 56,Adset 39,2021-11-04,14296,73.28,2,28,109.72,76,EEA,EUR,broad,84.814272,87.9624,126.98992799999999
INT_Account,Campaign 45,Adset 34,2021-11-05,16949,98.58,7,65,526.37,100,EEA,EUR,interest,114.096492,115.74,609.220638
INT_Account,Campaign 92,Adset 270,2021-11-05,25319,97.44,2,149,110.33,100,WW,EUR,broad,112.777056,115.74,127.695942
INT_Account,Campaign 92,Adset 275,2021-11-05,11236,59.12,1,19,309.05,50,WW,EUR,interest,68.425488,57.87,357.69447
INT_Account,Campaign 92,Adset 273,2021-11-05,23838,97.7,1,201,69.89,100,WW,EUR,interest,113.07798,115.74,80.890686
INT_Account,Campaign 56,Adset 39,2021-11-05,15613,74.87,1,55,107.9,76,EEA,EUR,broad,86.654538,87.9624,124.88346
INT_Account,Campaign 28,Adset 12,2021-11-05,5718,41.46,1,59,51.86,30,EEA,EUR,existing customers,47.985804,34.722,60.022763999999995
INT_Account,Campaign 28,Adset 13,2021-11-05,9783,66.88,1,103,37.87,30,EEA,EUR,existing customers,77.40691199999999,34.722,43.830738
INT_Account,Campaign 34,Adset 32,2021-11-06,731,21.07,2,9,132.31,100,EEA,EUR,existing customers,24.386418,115.74,153.135594
INT_Account,Campaign 45,Adset 33,2021-11-06,5415,29.95,1,50,51.08,231,EEA,EUR,broad,34.66413,267.3594,59.119991999999996
INT_Account,Campaign 45,Adset 34,2021-11-06,13599,97.74,3,51,117.16,100,EEA,EUR,interest,113.124276,115.74,135.60098399999998
INT_Account,Campaign 92,Adset 270,2021-11-06,29004,97.6,1,174,105.81,100,WW,EUR,broad,112.96224,115.74,122.464494
INT_Account,Campaign 92,Adset 275,2021-11-06,14250,57.98,3,44,193.24,50,WW,EUR,interest,67.10605199999999,57.87,223.655976
INT_Account,Campaign 92,Adset 273,2021-11-06,27031,98.4,2,219,157.08,100,WW,EUR,interest,113.88816,115.74,181.804392
INT_Account,Campaign 92,Adset 278,2021-11-06,24395,115.31,3,186,164.99,100,WW,EUR,lookalike,133.459794,115.74,190.959426
INT_Account,Campaign 92,Adset 277,2021-11-06,22696,96.57,1,73,136.33,100,WW,EUR,interest,111.770118,115.74,157.788342
INT_Account,Campaign 56,Adset 39,2021-11-06,15355,77.05,2,58,105.68,76,EEA,EUR,broad,89.17766999999999,87.9624,122.31403200000001
INT_Account,Campaign 52,Adset 20,2021-11-06,2115,21.76,1,25,54.71,30,EEA,EUR,existing customers,25.185024000000002,34.722,63.321354
INT_Account,Campaign 64,Adset 23,2021-11-06,5311,37.48,1,37,57.52,30,EEA,EUR,existing customers,43.379352,34.722,66.573648
INT_Account,Campaign 28,Adset 12,2021-11-06,16895,129.5,1,176,66.25,30,EEA,EUR,existing customers,149.8833,34.722,76.67775
INT_Account,Campaign 52,Adset 21,2021-11-06,12579,132.9,2,128,215.56,30,EEA,EUR,existing customers,153.81846000000002,34.722,249.489144
INT_Account,Campaign 28,Adset 10,2021-11-06,7944,58.77,3,95,138.46,30,EEA,EUR,existing customers,68.020398,34.722,160.253604
INT_Account,Campaign 40,Adset 16,2021-11-06,7263,40.55,1,42,67.41,30,EEA,EUR,existing customers,46.93257,34.722,78.02033399999999
INT_Account,Campaign 28,Adset 13,2021-11-06,14775,129.28,3,165,194.83,30,EEA,EUR,existing customers,149.628672,34.722,225.49624200000002
INT_Account,Campaign 28,Adset 11,2021-11-06,18382,132.98,5,152,293.93,30,EEA,EUR,existing customers,153.91105199999998,34.722,340.194582
INT_Account,Campaign 40,Adset 18,2021-11-06,29733,169.95,3,140,138.67,30,EEA,EUR,existing customers,196.70012999999997,34.722,160.496658
INT_Account,Campaign 28,Adset 8,2021-11-06,2666,19.3,1,30,50.3,30,EEA,EUR,existing customers,22.33782,34.722,58.21722
INT_Account,Campaign 40,Adset 15,2021-11-06,3899,21.99,2,14,133.38,30,EEA,EUR,existing customers,25.451226,34.722,154.374012
INT_Account,Campaign 34,Adset 32,2021-11-07,852,20.99,1,9,69.59,100,EEA,EUR,existing customers,24.293826,115.74,80.54346600000001
INT_Account,Campaign 45,Adset 33,2021-11-07,2841,19.96,3,54,142.07,231,EEA,EUR,broad,23.101704,267.3594,164.431818
INT_Account,Campaign 45,Adset 34,2021-11-07,13314,103.22,5,54,309.16,100,EEA,EUR,interest,119.46682799999999,115.74,357.82178400000004
INT_Account,Campaign 92,Adset 273,2021-11-07,25859,100.73,6,200,456.12,100,WW,EUR,interest,116.584902,115.74,527.913288
INT_Account,Campaign 92,Adset 277,2021-11-07,22552,102.03,2,61,130.72,100,WW,EUR,interest,118.089522,115.74,151.29532799999998
INT_Account,Campaign 56,Adset 39,2021-11-07,11411,74.94,4,39,173.93,76,EEA,EUR,broad,86.735556,87.9624,201.306582
INT_Account,Campaign 28,Adset 10,2021-11-07,15381,100.73,4,166,244.1,30,EEA,EUR,existing customers,116.584902,34.722,282.52134
INT_Account,Campaign 40,Adset 16,2021-11-07,15414,90.24,1,88,60.66,30,EEA,EUR,existing customers,104.443776,34.722,70.20788399999999
INT_Account,Campaign 28,Adset 13,2021-11-07,5362,34.63,2,52,104.17,30,EEA,EUR,existing customers,40.080762,34.722,120.566358
INT_Account,Campaign 28,Adset 11,2021-11-07,59586,392.29,15,566,752.07,30,EEA,EUR,existing customers,454.036446,34.722,870.445818
INT_Account,Campaign 4,Adset 6,2021-11-07,9389,84.52,1,80,40.09,30,EEA,EUR,existing customers,97.823448,34.722,46.400166000000006
INT_Account,Campaign 16,Adset 7,2021-11-07,632,4.58,1,4,53.3,30,EEA,EUR,existing customers,5.300892,34.722,61.68942
INT_Account,Campaign 28,Adset 8,2021-11-07,3816,26.19,2,37,99.71,30,EEA,EUR,existing customers,30.312306,34.722,115.404354
INT_Account,Campaign 34,Adset 32,2021-11-08,1027,31.71,1,10,29.9,100,EEA,EUR,existing customers,36.701154,115.74,34.60626
INT_Account,Campaign 45,Adset 33,2021-11-08,1760,16.1,1,32,111.98,231,EEA,EUR,broad,18.634140000000002,267.3594,129.605652
INT_Account,Campaign 45,Adset 34,2021-11-08,15850,101.4,3,58,178.58,100,EEA,EUR,interest,117.36036,115.74,206.68849200000002
INT_Account,Campaign 92,Adset 270,2021-11-08,18740,98.64,4,107,162.05,100,WW,EUR,broad,114.165936,115.74,187.55667
INT_Account,Campaign 92,Adset 275,2021-11-08,9620,50.79,1,35,54.5,50,WW,EUR,interest,58.784346,57.87,63.0783
INT_Account,Campaign 92,Adset 278,2021-11-08,18037,98.67,2,124,109.84,100,WW,EUR,lookalike,114.200658,115.74,127.128816
INT_Account,Campaign 92,Adset 277,2021-11-08,20705,101.06,2,39,108.42,100,WW,EUR,interest,116.966844,115.74,125.485308
INT_Account,Campaign 56,Adset 39,2021-11-08,13392,77.62,5,29,233.72,76,EEA,EUR,broad,89.837388,87.9624,270.507528
INT_Account,Campaign 28,Adset 12,2021-11-08,179,1.68,1,2,21.9,29,EEA,EUR,existing customers,1.944432,33.5646,25.34706
INT_Account,Campaign 28,Adset 11,2021-11-08,32462,232.8,6,316,426.24,29,EEA,EUR,existing customers,269.44272,33.5646,493.330176
INT_Account,Campaign 4,Adset 6,2021-11-08,6107,65.4,2,40,119.12,29,EEA,EUR,existing customers,75.69396,33.5646,137.869488
INT_Account,Campaign 45,Adset 33,2021-11-09,2043,26.45,2,34,77.97,231,EEA,EUR,broad,30.613229999999998,267.3594,90.24247799999999
INT_Account,Campaign 45,Adset 34,2021-11-09,9887,98.19,3,48,155.01,100,EEA,EUR,interest,113.645106,115.74,179.408574
INT_Account,Campaign 92,Adset 270,2021-11-09,16412,100.67,3,78,189.89,100,WW,EUR,broad,116.515458,115.74,219.778686
INT_Account,Campaign 92,Adset 277,2021-11-09,22091,99.62,3,55,142.8,100,WW,EUR,interest,115.300188,115.74,165.27672
INT_Account,Campaign 56,Adset 39,2021-11-09,7432,73.68,2,33,151.28,76,EEA,EUR,broad,85.27723200000001,87.9624,175.091472
INT_Account,Campaign 28,Adset 13,2021-11-09,4013,30.25,1,41,49.9,76,EEA,EUR,existing customers,35.01135,87.9624,57.754259999999995
INT_Account,Campaign 28,Adset 11,2021-11-09,27641,209.06,7,242,387.01,76,EEA,EUR,existing customers,241.966044,87.9624,447.925374
INT_Account,Campaign 52,Adset 19,2021-11-09,1171,9.7,1,9,125.9,76,EEA,EUR,existing customers,11.22678,87.9624,145.71666000000002
INT_Account,Campaign 28,Adset 8,2021-11-09,6007,48.01,2,65,107.52,76,EEA,EUR,existing customers,55.566773999999995,87.9624,124.443648
INT_Account,Campaign 40,Adset 15,2021-11-09,8236,46.85,2,32,93.44,76,EEA,EUR,existing customers,54.22419,87.9624,108.14745599999999
INT_Account,Campaign 34,Adset 32,2021-11-10,1090,54.81,3,18,143.84,100,EEA,EUR,existing customers,63.437094,115.74,166.480416
INT_Account,Campaign 45,Adset 34,2021-11-10,10028,95.85,6,50,386.04,100,EEA,EUR,interest,110.93678999999999,115.74,446.802696
INT_Account,Campaign 92,Adset 270,2021-11-10,13666,99.55,5,63,284.16,100,WW,EUR,broad,115.21916999999999,115.74,328.88678400000003
INT_Account,Campaign 92,Adset 275,2021-11-10,9304,49.97,3,31,165.84,50,WW,EUR,interest,57.835277999999995,57.87,191.943216
INT_Account,Campaign 92,Adset 273,2021-11-10,12397,100.67,4,92,190.13,100,WW,EUR,interest,116.515458,115.74,220.05646199999998
INT_Account,Campaign 56,Adset 39,2021-11-10,10136,75.5,1,34,100.74,76,EEA,EUR,broad,87.3837,87.9624,116.596476
INT_Account,Campaign 4,Adset 5,2021-11-10,1457,9.73,1,8,29.9,76,EEA,EUR,existing customers,11.261502,87.9624,34.60626
INT_Account,Campaign 28,Adset 11,2021-11-10,14595,115.18,3,97,216.03,76,EEA,EUR,existing customers,133.309332,87.9624,250.033122
INT_Account,Campaign 4,Adset 4,2021-11-10,504,2.8,1,6,26.31,76,EEA,EUR,existing customers,3.2407199999999996,87.9624,30.451193999999997
INT_Account,Campaign 45,Adset 33,2021-11-11,670,10.7,1,17,59.71,231,EEA,EUR,broad,12.384179999999999,267.3594,69.108354
INT_Account,Campaign 45,Adset 34,2021-11-11,10665,98.75,3,51,246.1,100,EEA,EUR,interest,114.29325,115.74,284.83614
INT_Account,Campaign 92,Adset 275,2021-11-11,8219,50.93,2,23,58.63,50,WW,EUR,interest,58.946382,57.87,67.858362
INT_Account,Campaign 92,Adset 273,2021-11-11,6081,58.53,1,57,50.54,100,WW,EUR,interest,67.742622,115.74,58.494996
INT_Account,Campaign 92,Adset 278,2021-11-11,10665,68.38,2,65,110.19,100,WW,EUR,lookalike,79.143012,115.74,127.533906
INT_Account,Campaign 92,Adset 277,2021-11-11,8956,57.33,3,23,190.79,100,WW,EUR,interest,66.353742,115.74,220.820346
INT_Account,Campaign 92,Adset 272,2021-11-11,254,1.25,1,2,57.65,304,WW,EUR,broad,1.44675,351.8496,66.72411
INT_Account,Campaign 56,Adset 39,2021-11-11,10384,75.53,1,27,35.95,76,EEA,EUR,broad,87.418422,87.9624,41.60853
INT_Account,Campaign 28,Adset 11,2021-11-11,4525,37.51,2,58,59.74,76,EEA,EUR,existing customers,43.414074,87.9624,69.14307600000001
INT_Account,Campaign 40,Adset 15,2021-11-11,244,0.95,1,2,51.07,76,EEA,EUR,existing customers,1.09953,87.9624,59.108418
INT_Account,Campaign 34,Adset 32,2021-11-12,1027,66.58,2,18,139.72,100,EEA,EUR,existing customers,77.059692,115.74,161.711928
INT_Account,Campaign 92,Adset 270,2021-11-12,22033,99.69,2,35,118.41,100,WW,EUR,broad,115.38120599999999,115.74,137.047734
INT_Account,Campaign 92,Adset 275,2021-11-12,6521,49.34,2,21,125.4,50,WW,EUR,interest,57.106116,57.87,145.13796
INT_Account,Campaign 28,Adset 11,2021-11-12,6627,49.36,2,88,88.44,76,EEA,EUR,existing customers,57.129264,87.9624,102.360456
INT_Account,Campaign 34,Adset 32,2021-11-13,1033,33.69,1,12,35.95,100,EEA,EUR,existing customers,38.992805999999995,115.74,41.60853
INT_Account,Campaign 45,Adset 33,2021-11-13,970,16.77,1,16,37.07,231,EEA,EUR,broad,19.409598,267.3594,42.904818
INT_Account,Campaign 45,Adset 34,2021-11-13,7263,103.62,3,39,162.73,100,EEA,EUR,interest,119.929788,115.74,188.34370199999998
INT_Account,Campaign 92,Adset 270,2021-11-13,22459,103.23,4,48,212.84,100,WW,EUR,broad,119.478402,115.74,246.341016
INT_Account,Campaign 56,Adset 39,2021-11-13,9797,78.9,1,29,92.47,76,EEA,EUR,broad,91.31886,87.9624,107.024778
INT_Account,Campaign 28,Adset 11,2021-11-13,7167,59.45,2,82,168.29,76,EEA,EUR,existing customers,68.80743,87.9624,194.778846
INT_Account,Campaign 34,Adset 32,2021-11-14,1061,62.17,1,14,61.46,100,EEA,EUR,existing customers,71.955558,115.74,71.133804
INT_Account,Campaign 45,Adset 33,2021-11-14,2372,34.71,3,36,159.02,231,EEA,EUR,broad,40.173354,267.3594,184.04974800000002
INT_Account,Campaign 45,Adset 34,2021-11-14,6381,98.25,3,44,209.06,100,EEA,EUR,interest,113.71455,115.74,241.966044
INT_Account,Campaign 56,Adset 39,2021-11-14,7705,74.78,4,26,238.7,76,EEA,EUR,broad,86.550372,87.9624,276.27137999999997
INT_Account,Campaign 28,Adset 11,2021-11-14,11651,108.54,3,123,158.76,76,EEA,EUR,existing customers,125.62419600000001,87.9624,183.74882399999998
INT_Account,Campaign 34,Adset 32,2021-11-15,1082,31.44,1,8,41.08,100,EEA,EUR,existing customers,36.388656,115.74,47.545992
INT_Account,Campaign 45,Adset 34,2021-11-15,10051,98.88,7,50,361.18,100,EEA,EUR,interest,114.44371199999999,115.74,418.029732
INT_Account,Campaign 92,Adset 270,2021-11-15,29581,101.16,3,45,247.7,100,WW,EUR,broad,117.082584,115.74,286.68798
INT_Account,Campaign 92,Adset 275,2021-11-15,4026,31.48,2,15,113.89,50,WW,EUR,interest,36.434952,57.87,131.816286
INT_Account,Campaign 56,Adset 39,2021-11-15,15666,77.89,1,26,95.9,76,EEA,EUR,broad,90.149886,87.9624,110.99466000000001
INT_Account,Campaign 28,Adset 11,2021-11-15,6923,47.7,1,63,35.95,76,EEA,EUR,existing customers,55.20798,87.9624,41.60853
INT_Account,Campaign 34,Adset 32,2021-11-16,813,64.52,1,15,57.46,100,EEA,EUR,existing customers,74.67544799999999,115.74,66.504204
INT_Account,Campaign 45,Adset 34,2021-11-16,10241,102.77,2,45,137.72,100,EEA,EUR,interest,118.94599799999999,115.74,159.397128
INT_Account,Campaign 92,Adset 270,2021-11-16,37780,98.4,4,37,179.59,100,WW,EUR,broad,113.88816,115.74,207.857466
INT_Account,Campaign 34,Adset 32,2021-11-17,944,28.15,2,10,160.86,100,EEA,EUR,existing customers,32.58081,115.74,186.17936400000002
INT_Account,Campaign 45,Adset 33,2021-11-17,1641,13.91,3,21,148.75,231,EEA,EUR,broad,16.099434,267.3594,172.16325
INT_Account,Campaign 45,Adset 34,2021-11-17,8551,98.88,4,34,241.36,100,EEA,EUR,interest,114.44371199999999,115.74,279.35006400000003
INT_Account,Campaign 56,Adset 39,2021-11-17,11368,74.17,1,27,108.15,76,EEA,EUR,broad,85.844358,87.9624,125.17281
INT_Account,Campaign 28,Adset 11,2021-11-17,2804,17.83,1,18,41.91,76,EEA,EUR,existing customers,20.636442,87.9624,48.506634
INT_Account,Campaign 45,Adset 34,2021-11-18,8472,97.65,6,56,333.68,100,EEA,EUR,interest,113.02011,115.74,386.201232
